$loc,$v,$ev,$iv,$n,$v,$l,$d,$i,$e,$b,$t,$LOcode,$LOComment,$LOBlank,$locCodeAndComment,$uniq_Op,$uniq_Opnd,$total_Op,$total_Opnd,$branchCount,$<defects
13,4,4,3,33,147.16,0.1,10.5,14.02,1545.19,0.05,85.84,9,0,2,0,15,8,24,12,7,0
29,1,1,1,103,445.16,0.07,14.73,30.23,6555.97,0.15,364.22,16,1,10,0,9,11,67,36,1,0
133,17,1,15,639,4443.73,0.04,27.12,163.88,120498.47,1.48,6694.36,104,10,19,0,21,103,373,266,33,0
26,4,1,3,131,715.19,0.07,14.8,48.34,10582.1,0.24,587.89,19,0,5,0,17,27,84,47,7,0
23,4,1,2,60,282.03,0.06,16.36,17.23,4614.98,0.09,256.39,16,1,4,0,15,11,36,24,7,0
34,2,1,2,65,325,0.1,10.15,32.03,3297.79,0.11,183.21,14,9,9,0,15,17,42,23,3,0
9,2,1,2,17,62.91,0.16,6.4,9.83,402.61,0.02,22.37,6,0,1,0,8,5,9,8,3,0
14,2,1,2,48,222.91,0.12,8.67,25.72,1931.84,0.07,107.32,10,0,2,0,13,12,32,16,3,0
30,9,9,4,137,696.98,0.03,36.73,18.97,25602.49,0.23,1422.36,24,4,2,0,19,15,79,58,17,0
71,8,6,5,277,1622.66,0.02,44.82,36.2,72733.38,0.54,4040.74,51,10,10,0,24,34,150,127,15,0
72,8,6,5,275,1610.94,0.02,44.47,36.22,71639.66,0.54,3979.98,51,11,10,0,24,34,149,126,15,0
5,3,1,2,14,51.81,0.18,5.63,9.21,291.41,0.02,16.19,3,0,0,0,9,4,9,5,5,0
21,2,1,2,64,236.83,0.07,14.58,16.23,3453.74,0.08,191.87,16,0,3,0,7,6,39,25,3,0
12,2,1,2,25,97.67,0.15,6.86,14.24,669.75,0.03,37.21,8,1,1,0,8,7,13,12,3,0
27,11,9,3,122,662,0.05,20.43,32.4,13523.8,0.22,751.32,22,0,3,0,22,21,83,39,21,0
39,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
32,3,1,3,90,432.66,0.07,14.63,29.58,6327.68,0.14,351.54,26,2,2,0,12,16,51,39,5,0
12,2,1,2,20,71.7,0.31,3.21,22.31,230.46,0.02,12.8,8,0,2,0,5,7,11,9,3,0
35,2,1,2,82,410,0.12,8.18,50.11,3354.55,0.14,186.36,28,0,5,0,10,22,46,36,3,0
11,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
14,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
13,2,1,1,50,232.19,0.05,19.13,12.14,4440.69,0.08,246.7,8,0,3,0,17,8,32,18,3,0
12,4,4,2,40,172.88,0.05,18.67,9.26,3227.04,0.06,179.28,9,0,1,0,14,6,24,16,7,0
8,3,1,2,29,129.32,0.14,7,18.47,905.26,0.04,50.29,6,0,0,0,11,11,15,14,5,0
31,4,1,1,87,387.97,0.04,23.63,16.42,9165.8,0.13,509.21,21,1,3,4,14,8,60,27,7,0
17,5,3,3,51,242.5,0.08,13.09,18.52,3174.54,0.08,176.36,12,1,2,0,16,11,33,18,9,0
81,5,1,4,85,408.63,0.06,15.5,26.36,6333.69,0.14,351.87,29,29,21,0,14,14,54,31,9,0
44,7,1,5,103,528.32,0.08,12.11,43.61,6399.83,0.18,355.55,32,4,6,0,13,22,62,41,13,0
9,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
21,2,1,2,65,312.48,0.12,8.06,38.79,2517.18,0.1,139.84,17,0,2,0,10,18,36,29,3,0
13,2,1,2,28,118.94,0.16,6.11,19.46,726.87,0.04,40.38,12,0,1,0,10,9,17,11,3,0
14,3,1,2,48,217.13,0.07,15,14.48,3256.96,0.07,180.94,11,0,1,0,15,8,32,16,5,0
26,1,1,1,68,340,0.21,4.76,71.43,1618.4,0.11,89.91,13,7,3,0,7,25,34,34,1,0
72,16,11,5,220,1283.24,0.03,29.86,42.98,38313.75,0.43,2128.54,60,1,9,0,23,35,128,95,31,0
30,4,1,1,69,262.71,0.05,19.33,13.59,5079.01,0.09,282.17,18,6,4,0,8,6,40,29,7,0
16,3,1,2,52,238.42,0.05,18.21,13.09,4342.61,0.08,241.26,11,0,3,0,17,7,37,15,5,0
42,10,5,4,135,749.87,0.04,25,29.99,18746.74,0.25,1041.49,35,0,5,0,25,22,91,44,19,0
68,24,22,10,384,2239.83,0.01,67.1,33.38,150285.35,0.75,8349.19,54,9,5,0,26,31,224,160,47,0
25,3,1,3,72,353.3,0.08,12.69,27.85,4482.44,0.12,249.02,20,0,3,0,14,16,43,29,5,0
70,13,7,6,262,1507.78,0.02,47.82,31.53,72104.22,0.5,4005.79,61,1,6,0,26,28,162,103,25,0
14,4,4,3,31,133.98,0.1,10.21,13.12,1368.51,0.04,76.03,9,0,3,0,14,7,23,11,7,0
21,2,1,2,79,398.51,0.1,10.4,38.32,4144.47,0.13,230.25,18,0,1,0,13,20,47,32,3,0
19,6,1,6,58,232,0.06,16.67,13.92,3866.67,0.08,214.81,12,0,5,0,10,6,38,20,11,0
32,3,1,2,89,463.64,0.08,12.61,36.76,5848.2,0.15,324.9,18,7,4,0,15,22,52,37,5,0
29,4,1,4,68,307.6,0.06,17.89,17.2,5502.66,0.1,305.7,20,2,5,0,14,9,45,23,7,0
33,4,4,3,88,458.43,0.07,14.1,32.52,6461.71,0.15,358.98,27,0,4,0,17,21,54,37,7,0
19,3,1,2,92,432.44,0.06,15.77,27.43,6818.14,0.14,378.79,16,0,1,0,11,15,49,43,5,0
39,9,7,7,135,727.96,0.03,28.6,25.45,20819.74,0.24,1156.65,29,3,3,2,22,20,83,52,17,0
19,3,1,3,38,166.91,0.14,7.33,22.76,1223.99,0.06,68,13,0,4,0,12,9,27,11,5,0
22,3,3,1,55,248.8,0.08,12.55,19.83,3121.26,0.08,173.4,13,2,2,3,12,11,32,23,5,0
20,5,1,2,69,312.13,0.07,13.75,22.7,4291.73,0.1,238.43,13,1,4,0,11,12,39,30,9,0
13,5,1,2,47,183.62,0.05,19,9.66,3488.85,0.06,193.83,10,0,1,0,10,5,28,19,9,0
9,2,1,2,22,85.95,0.11,9,9.55,773.56,0.03,42.98,4,2,1,0,10,5,13,9,3,0
26,6,1,3,80,345.75,0.03,28.79,12.01,9952.78,0.12,552.93,16,3,5,0,13,7,49,31,11,0
26,6,1,3,80,345.75,0.03,28.79,12.01,9952.78,0.12,552.93,16,3,5,0,13,7,49,31,11,0
9,2,1,2,22,85.95,0.11,9,9.55,773.56,0.03,42.98,4,2,1,0,10,5,13,9,3,0
15,2,1,1,47,195.99,0.06,17,11.53,3331.77,0.07,185.1,9,2,2,0,12,6,30,17,3,0
8,1,1,1,13,39,0.33,3,13,117,0.01,6.5,3,2,1,0,4,4,7,6,1,0
5,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,1,0,0,4,3,4,3,1,0
20,5,1,2,69,312.13,0.07,13.75,22.7,4291.73,0.1,238.43,13,1,4,0,11,12,39,30,9,0
19,2,1,2,57,271.03,0.14,7,38.72,1897.2,0.09,105.4,15,0,2,0,9,18,29,28,3,0
43,5,1,3,99,485.78,0.07,15.29,31.76,7429.61,0.16,412.76,34,2,5,0,13,17,59,40,9,0
6,1,1,1,22,83.76,0.36,2.78,30.15,232.67,0.03,12.93,4,0,0,0,5,9,12,10,1,0
30,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7,1,1,1,16,57.36,0.25,4,14.34,229.44,0.02,12.75,4,0,1,0,8,4,12,4,1,0
39,13,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
8,1,1,1,13,43.19,0.27,3.75,11.52,161.94,0.01,9,4,0,2,0,6,4,8,5,1,0
22,2,1,2,77,381.47,0.1,10.11,37.75,3854.89,0.13,214.16,13,2,5,0,12,19,45,32,3,0
10,1,1,1,28,96.86,0.11,8.75,11.07,847.56,0.03,47.09,6,0,2,0,7,4,18,10,1,0
14,2,1,2,53,236.35,0.1,9.58,24.66,2265.02,0.08,125.83,10,0,2,0,10,12,30,23,3,0
21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
21,2,1,2,68,319.63,0.09,11.14,28.68,3561.59,0.11,197.87,14,0,4,0,12,14,42,26,3,0
16,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
4,1,1,1,18,66.61,0.25,4,16.65,266.43,0.02,14.8,2,0,0,0,8,5,13,5,1,0
22,2,1,2,61,249.34,0.07,13.5,18.47,3366.03,0.08,187,14,0,4,0,9,8,37,24,3,0
42,17,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
29,5,1,5,141,684.98,0.03,32.58,21.02,22318.78,0.23,1239.93,23,0,4,0,17,12,95,46,9,0
29,5,1,5,141,684.98,0.03,32.58,21.02,22318.78,0.23,1239.93,23,0,4,0,17,12,95,46,9,0
22,3,1,3,64,304.31,0.09,11.2,27.17,3408.3,0.1,189.35,15,0,4,0,12,15,36,28,5,0
22,2,1,2,60,271.41,0.07,14.3,18.98,3881.22,0.09,215.62,15,0,5,0,13,10,38,22,3,0
5,1,1,1,9,25.27,0.38,2.67,9.47,67.38,0.01,3.74,3,0,0,0,4,3,5,4,1,0
11,2,1,2,49,232.99,0.09,10.77,21.63,2509.12,0.08,139.4,7,0,2,0,14,13,29,20,3,0
9,1,1,1,44,186.91,0.15,6.55,28.56,1223.4,0.06,67.97,6,0,1,0,8,11,26,18,1,0
31,5,1,4,89,432.36,0.07,13.41,32.24,5798.71,0.14,322.15,23,0,6,0,12,17,51,38,9,0
25,3,1,3,93,477.02,0.08,12.7,37.55,6060.36,0.16,336.69,18,0,4,0,13,22,50,43,5,0
5,1,1,1,9,25.27,0.38,2.67,9.47,67.38,0.01,3.74,3,0,0,0,4,3,5,4,1,0
42,17,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
12,2,1,2,20,71.7,0.13,8,8.96,573.59,0.02,31.87,8,0,1,0,8,4,12,8,3,0
6,1,1,1,13,39,0.33,3,13,117,0.01,6.5,4,0,0,0,4,4,7,6,1,0
8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,3,1,3,63,299.56,0.09,11.2,26.75,3355.05,0.1,186.39,15,0,4,0,12,15,35,28,5,0
16,5,1,2,68,288.86,0.04,23.14,12.48,6685.02,0.1,371.39,13,0,1,0,12,7,41,27,9,0
16,5,1,2,69,293.11,0.04,23.14,12.67,6783.33,0.1,376.85,13,0,1,0,12,7,42,27,9,0
15,5,1,2,52,208,0.06,17.5,11.89,3640,0.07,202.22,11,0,2,0,10,6,31,21,9,0
5,1,1,1,15,49.83,0.22,4.5,11.07,224.23,0.02,12.46,3,0,0,0,6,4,9,6,1,0
21,5,1,2,64,281.11,0.06,17.33,16.21,4872.54,0.09,270.7,14,2,3,0,12,9,38,26,9,0
16,5,1,2,68,288.86,0.04,23.14,12.48,6685.02,0.1,371.39,13,0,1,0,12,7,41,27,9,0
65,18,1,9,290,1363.13,0.01,81.82,16.66,111528.62,0.45,6196.03,55,3,5,0,15,11,170,120,35,0
16,5,1,2,68,288.86,0.04,23.14,12.48,6685.02,0.1,371.39,13,0,1,0,12,7,41,27,9,0
5,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,1,0,0,3,2,3,2,1,0
8,2,1,2,22,85.95,0.19,5.14,16.71,442.04,0.03,24.56,6,0,0,0,8,7,13,9,3,0
29,6,4,2,111,559.93,0.05,20.83,26.88,11665.16,0.19,648.06,24,0,3,0,15,18,61,50,11,0
5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,5,1,2,56,224,0.06,17.5,12.8,3920,0.07,217.78,11,0,1,0,10,6,35,21,9,0
15,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
11,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
59,9,3,2,198,1053.74,0.04,27.6,38.18,29083.27,0.35,1615.74,52,0,7,0,15,25,106,92,17,0
51,11,8,7,101,500.37,0.06,15.47,32.35,7740.16,0.17,430.01,46,0,3,0,15,16,68,33,21,0
10,2,1,2,16,55.35,0.21,4.8,11.53,265.68,0.02,14.76,7,0,1,0,6,5,8,8,3,0
6,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
195,25,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
287,15,13,12,591,3767.65,0.02,48.81,77.18,183912.32,1.26,10217.35,145,112,27,0,24,59,351,240,29,0
34,6,1,3,87,442.61,0.06,15.56,28.45,6885.03,0.15,382.5,25,0,5,1,16,18,52,35,11,0
46,7,6,5,69,320.43,0.11,9.33,34.33,2990.64,0.11,166.15,38,2,4,0,10,15,41,28,13,0
22,4,1,4,63,309.13,0.08,12,25.76,3709.61,0.1,206.09,18,1,1,0,15,15,39,24,7,0
23,4,1,2,38,164.23,0.13,8,20.53,1313.87,0.05,72.99,19,0,2,0,10,10,22,16,7,0
91,12,6,8,352,2250.1,0.04,26.5,84.91,59627.54,0.75,3312.64,68,12,11,0,21,63,193,159,23,0
34,5,1,2,52,241.48,0.1,10.15,23.78,2451.96,0.08,136.22,20,6,4,0,12,13,30,22,9,0
15,2,1,2,25,95.18,0.12,8.1,11.75,770.99,0.03,42.83,11,0,2,0,9,5,16,9,3,0
62,20,19,12,256,1512.16,0.03,34.33,44.04,51917.63,0.5,2884.31,53,4,2,3,24,36,153,103,37,0
50,11,11,10,181,1051.13,0.05,20,52.56,21022.62,0.35,1167.92,40,0,8,0,20,36,109,72,21,0
31,5,1,2,57,264.7,0.12,8.31,31.86,2199.04,0.09,122.17,25,0,0,0,12,13,39,18,9,0
18,6,3,2,42,192.57,0.1,10.5,18.34,2021.97,0.06,112.33,14,0,2,0,14,10,27,15,11,0
15,4,1,4,62,301.19,0.13,7.63,39.47,2298.59,0.1,127.7,14,0,1,0,10,19,33,29,7,0
27,5,5,2,54,244.27,0.13,7.79,31.35,1903.29,0.08,105.74,22,0,0,0,11,12,37,17,9,0
60,15,15,7,346,1991.19,0.02,51.56,38.62,102670.79,0.66,5703.93,53,0,7,0,22,32,196,150,29,0
6,1,1,1,22,83.76,0.17,6,13.96,502.57,0.03,27.92,5,0,1,0,8,6,13,9,1,0
5,1,1,1,8,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3,0,0,0,3,3,5,3,1,0
5,1,1,1,8,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3,0,0,0,3,3,5,3,1,0
21,2,1,2,62,298.06,0.11,9.06,32.9,2700.04,0.1,150,18,0,1,0,11,17,34,28,3,0
11,3,3,2,28,124.86,0.11,8.75,14.27,1092.56,0.04,60.7,8,0,1,0,14,8,18,10,5,0
11,1,1,1,22,83.76,0.33,3.06,27.41,255.94,0.03,14.22,5,1,2,1,5,9,11,11,1,0
25,5,1,1,117,536.44,0.07,14.75,36.37,7912.5,0.18,439.58,21,1,1,0,8,16,58,59,9,0
23,5,1,1,119,538.3,0.06,16,33.64,8612.86,0.18,478.49,19,1,1,0,8,15,59,60,9,0
23,5,3,2,58,269.34,0.12,8.33,32.32,2244.53,0.09,124.7,16,1,4,0,10,15,33,25,9,0
56,10,6,6,91,450.83,0.07,15.24,29.59,6868.56,0.15,381.59,32,19,3,0,14,17,54,37,19,0
26,5,1,1,117,536.44,0.07,14.75,36.37,7912.5,0.18,439.58,22,1,1,0,8,16,58,59,9,0
23,3,1,1,105,481.42,0.08,13,37.03,6258.47,0.16,347.69,19,1,1,0,8,16,53,52,5,0
14,1,1,1,29,96.34,0.17,6,16.05,578.02,0.03,32.11,9,0,3,0,5,5,17,12,1,0
7,1,1,1,17,58.81,0.44,2.29,25.73,134.42,0.02,7.47,5,0,0,0,4,7,9,8,1,0
4,1,1,1,6,15.51,0.5,2,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,0
4,1,1,1,6,15.51,0.5,2,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,0
7,1,1,1,17,58.81,0.44,2.29,25.73,134.42,0.02,7.47,5,0,0,0,4,7,9,8,1,0
7,1,1,1,17,58.81,0.44,2.29,25.73,134.42,0.02,7.47,5,0,0,0,4,7,9,8,1,0
6,1,1,1,18,66.61,0.18,5.6,11.89,373,0.02,20.72,4,0,0,0,8,5,11,7,1,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
31,4,4,3,97,512.67,0.06,17.1,29.98,8766.9,0.17,487.05,22,1,5,1,19,20,61,36,7,0
32,4,4,3,82,433.4,0.07,14.73,29.43,6381.86,0.14,354.55,16,5,4,5,19,20,51,31,7,0
54,2,1,2,270,1515.97,0.03,30.06,50.43,45571.03,0.51,2531.72,40,2,10,0,16,33,146,124,3,0
125,7,1,3,365,2198.16,0.03,38.37,57.29,84348.16,0.73,4686.01,93,7,22,0,22,43,215,150,13,0
16,4,3,2,36,165.06,0.09,10.83,15.24,1788.14,0.06,99.34,11,0,3,0,15,9,23,13,7,0
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1,0
4,1,1,1,3,4.75,0,0,0,0,0,0,2,0,0,0,3,0,3,0,1,0
14,2,1,2,14,48.43,0.29,3.5,13.84,169.51,0.02,9.42,7,3,2,0,7,4,10,4,3,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
24,4,4,3,75,384.7,0.1,10.34,37.2,3978.11,0.13,221.01,18,0,4,0,13,22,40,35,7,0
58,10,1,4,208,1248,0.04,24.9,50.12,31075.2,0.42,1726.4,44,3,9,0,24,40,126,83,18,0
13,2,1,1,24,91.38,0.2,5,18.28,456.88,0.03,25.38,10,0,1,0,7,7,14,10,3,0
41,4,3,3,63,309.13,0.08,12.5,24.73,3864.18,0.1,214.68,18,14,7,0,15,15,38,25,7,0
17,4,1,2,63,302.86,0.12,8.33,36.34,2523.86,0.1,140.21,14,0,1,0,10,18,33,30,7,0
7,1,1,1,13,44.97,0.33,3,14.99,134.92,0.01,7.5,4,0,1,0,6,5,8,5,1,0
7,3,1,2,19,76,0.15,6.67,11.4,506.67,0.03,28.15,5,0,0,0,10,6,11,8,5,0
7,2,1,2,12,39.86,0.27,3.75,10.63,149.49,0.01,8.3,5,0,0,0,6,4,7,5,3,0
33,3,1,2,89,452.78,0.09,10.64,42.57,4815.98,0.15,267.55,27,0,4,0,12,22,50,39,5,0
16,3,1,3,23,87.57,0.19,5.33,16.42,467.04,0.03,25.95,11,0,3,0,8,6,15,8,5,0
59,16,13,5,164,900.66,0.03,29.2,30.84,26299.39,0.3,1461.08,46,2,9,0,20,25,91,73,31,0
24,8,5,5,39,148.49,0.07,13.5,11,2004.57,0.05,111.37,17,4,1,0,9,5,24,15,15,0
70,17,12,6,178,994.12,0.03,29.56,33.64,29381.87,0.33,1632.33,56,1,11,0,21,27,102,76,33,0
13,1,1,1,39,159.41,0.25,3.96,40.27,631,0.05,35.06,8,0,3,0,5,12,20,19,1,0
95,10,1,6,212,1177.57,0.03,32.71,36,38520.22,0.39,2140.01,73,3,17,0,21,26,131,81,19,0
103,14,7,10,235,1346.06,0.04,25.99,51.8,34977.8,0.45,1943.21,81,3,16,0,19,34,142,93,27,0
9,2,1,2,24,96,0.18,5.5,17.45,528,0.03,29.33,5,0,2,0,8,8,13,11,3,0
30,5,1,3,109,602.07,0.06,16.14,37.27,9725.72,0.2,540.32,25,0,3,0,20,26,67,42,8,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1,0
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1,0
22,4,3,2,85,421.11,0.08,12.63,33.34,5319.24,0.14,295.51,14,1,5,0,12,19,45,40,7,0
8,1,1,1,21,72.65,0.35,2.86,25.43,207.57,0.02,11.53,4,0,0,1,4,7,11,10,1,0
7,1,1,1,15,51.89,0.24,4.2,12.36,217.94,0.02,12.11,4,0,1,0,6,5,8,7,1,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
19,4,1,1,38,144.68,0.12,8.5,17.02,1229.78,0.05,68.32,14,0,3,0,7,7,21,17,7,0
23,3,1,2,80,410.34,0.12,8.48,48.39,3479.36,0.14,193.3,14,1,6,0,11,24,43,37,5,0
96,3,1,1,623,3805.61,0.02,49.59,76.74,188720.24,1.27,10484.46,71,5,18,0,19,50,362,261,5,0
17,4,1,2,63,302.86,0.12,8.33,36.34,2523.86,0.1,140.21,14,0,1,0,10,18,33,30,7,0
12,4,3,2,60,282.03,0.11,9.06,31.12,2555.86,0.09,141.99,7,0,3,0,10,16,31,29,7,0
13,4,3,2,70,332.84,0.1,10,33.28,3328.42,0.11,184.91,8,0,3,0,10,17,36,34,7,0
11,4,3,2,60,282.03,0.11,9.06,31.12,2555.86,0.09,141.99,7,0,2,0,10,16,31,29,7,0
19,5,3,3,73,350.94,0.1,9.72,36.1,3411.89,0.12,189.55,12,0,5,0,10,18,38,35,9,0
61,7,1,5,209,1167.26,0.04,25.55,45.68,29825.43,0.39,1656.97,51,0,8,0,19,29,131,78,11,0
16,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
20,2,1,2,54,247.59,0.12,8.21,30.14,2033.76,0.08,112.99,12,2,4,0,10,14,31,23,3,0
14,2,1,2,41,177.2,0.12,8.18,21.66,1449.81,0.06,80.55,10,0,2,0,9,11,21,20,3,0
23,6,1,2,55,261.51,0.12,8.08,32.38,2112.27,0.09,117.35,21,0,0,0,14,13,40,15,7,0
5,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,3,0,0,0,5,3,6,3,1,0
17,4,1,2,63,302.86,0.12,8.33,36.34,2523.86,0.1,140.21,14,0,1,0,10,18,33,30,7,0
17,16,16,16,126,585.13,0.07,14.67,39.89,8581.85,0.2,476.77,15,0,0,0,10,15,82,44,31,0
17,4,1,3,45,191.16,0.15,6.75,28.32,1290.31,0.06,71.68,10,5,0,0,9,10,30,15,7,0
14,2,1,2,14,48.43,0.29,3.5,13.84,169.51,0.02,9.42,7,3,2,0,7,4,10,4,3,0
36,7,1,7,63,284.98,0.13,7.71,36.94,2198.45,0.09,122.14,27,3,3,1,9,14,39,24,13,0
14,1,1,1,62,272.32,0.08,13.33,20.42,3630.98,0.09,201.72,9,0,3,0,12,9,42,20,1,0
8,1,1,1,22,81.41,0.15,6.75,12.06,549.52,0.03,30.53,5,0,1,0,9,4,16,6,1,0
101,15,1,6,250,1464.5,0.02,41.81,35.03,61225.35,0.49,3401.41,74,6,16,3,27,31,156,96,27,0
5,1,1,1,9,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3,0,0,0,3,4,5,4,1,0
8,1,1,1,16,57.36,0.25,4,14.34,229.44,0.02,12.75,5,0,1,0,8,4,12,4,1,0
12,2,1,2,37,154.29,0.1,10,15.43,1542.87,0.05,85.72,10,0,0,0,12,6,27,10,3,0
48,3,1,3,350,1965.15,0.03,32.67,60.15,64205.08,0.66,3566.95,42,0,4,0,17,32,227,123,5,0
4,1,1,1,8,24,0.4,2.5,9.6,60,0.01,3.33,2,0,0,0,5,3,5,3,1,0
15,1,1,1,74,366.61,0.12,8.57,42.77,3142.38,0.12,174.58,13,0,2,0,10,21,38,36,1,0
106,11,4,8,371,2217.57,0.02,41.59,53.33,92218.5,0.74,5123.25,79,12,13,0,22,41,216,155,21,0
9,2,1,2,14,46.51,0.19,5.25,8.86,244.16,0.02,13.56,6,0,1,0,6,4,7,7,3,0
42,6,3,4,144,786.16,0.07,15,52.41,11792.37,0.26,655.13,34,0,3,3,15,29,86,58,11,0
143,44,1,1,365,2631.45,0.04,27.5,95.69,72364.89,0.88,4020.27,141,0,0,0,55,93,272,93,45,0
7,2,1,2,15,53.77,0.29,3.5,15.36,188.21,0.02,10.46,4,0,1,0,6,6,8,7,3,0
5,3,3,1,16,57.36,0.17,6,9.56,344.16,0.02,19.12,3,0,0,0,8,4,10,6,5,0
60,21,13,8,207,1297.22,0.02,41.9,30.96,54350.39,0.43,3019.47,46,2,9,1,38,39,121,86,35,0
36,4,3,4,47,212.61,0.23,4.27,49.83,907.12,0.07,50.4,16,13,5,0,8,15,31,16,7,0
17,3,3,3,30,122.62,0.26,3.85,31.85,472.1,0.04,26.23,9,5,1,0,7,10,19,11,5,0
39,6,5,6,66,313.82,0.17,5.75,54.58,1804.48,0.1,100.25,21,12,4,0,9,18,43,23,11,0
18,4,4,2,34,144.43,0.12,8.25,17.51,1191.54,0.05,66.2,7,8,1,0,11,8,22,12,7,0
56,15,5,5,125,655.99,0.05,19.02,34.48,12479.45,0.22,693.3,37,10,7,0,17,21,78,47,29,0
101,9,1,8,597,3110.04,0.01,97.9,31.77,304488.08,1.04,16916,85,0,13,1,16,21,340,257,17,0
12,2,1,2,25,106.2,0.16,6.19,17.16,657.1,0.04,36.51,8,0,2,0,11,8,16,9,3,0
8,2,1,2,14,48.43,0.28,3.6,13.45,174.36,0.02,9.69,6,0,0,0,6,5,8,6,3,0
59,7,1,1,144,720,0.04,26.06,27.63,18760,0.24,1042.22,46,0,6,0,14,18,77,67,13,0
59,7,1,1,144,720,0.04,26.06,27.63,18760,0.24,1042.22,46,0,6,0,14,18,77,67,13,0
17,3,3,3,30,122.62,0.26,3.85,31.85,472.1,0.04,26.23,9,5,1,0,7,10,19,11,5,0
18,2,1,2,34,149.34,0.27,3.75,39.82,560.02,0.05,31.11,8,6,2,0,7,14,19,15,3,0
11,2,1,2,34,149.34,0.27,3.75,39.82,560.02,0.05,31.11,11,0,0,0,7,14,19,15,3,0
46,5,1,4,142,788.75,0.06,16.72,47.18,13185.3,0.26,732.52,27,2,9,2,17,30,83,59,9,0
17,3,3,3,30,122.62,0.26,3.85,31.85,472.1,0.04,26.23,9,5,1,0,7,10,19,11,5,0
34,3,3,3,47,215.49,0.25,4,53.87,861.97,0.07,47.89,14,11,7,0,8,16,31,16,5,0
82,9,5,9,126,683.71,0.13,7.56,90.41,5170.55,0.23,287.25,45,25,10,0,11,32,82,44,17,0
123,20,7,12,397,2502.6,0.02,51.31,48.78,128400.49,0.83,7133.36,92,12,16,1,35,44,268,129,38,0
28,3,1,3,103,495.16,0.05,19.5,25.39,9655.57,0.17,536.42,19,0,6,0,13,15,58,45,4,0
25,1,1,1,29,103.96,0.5,2,51.98,207.93,0.03,11.55,9,7,7,0,3,9,17,12,1,0
68,6,5,6,108,566.78,0.18,5.6,101.21,3173.95,0.19,176.33,30,22,14,0,8,30,66,42,11,0
5,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,1,0,0,3,1,3,1,1,0
158,29,3,14,629,3855.32,0.01,77.41,49.8,298436.74,1.29,16579.82,128,9,17,1,26,44,379,262,57,0
